Id,Fecha,Año,Mes,Día,Día semana,Hora completa,Hora,Num víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
2017-0055,2017-05-09,2017,5,9,Martes,08:30:00,8,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,32, Entre 21- 40,2017-05-09,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97032.68537217 105507.05805581),97032.68537217,105507.05805581,-58.49563989,-34.57962262
2017-0058,2017-05-09,2017,5,9,Martes,23:10:00,23,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,Más de 80,2017-05-09,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107271.27725903 103337.46347012),107271.27725903,103337.46347012,-58.38403232,-34.5991594
2017-0059,2017-05-11,2017,5,11,Jueves,09:24:00,9,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39, Entre 21- 40,2017-05-11,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107433.79647713 100255.68319210),107433.79647713,100255.6831921,-58.38223382,-34.62693865
2017-0060,2017-05-13,2017,5,13,Sabado,07:20:00,7,1,MOTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,MASCULINO,30, Entre 21- 40,2017-05-13,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (100333.14201607 95123.00813458),100333.14201607,95123.00813458,-58.45966521,-34.67323292
2017-0061,2017-05-15,2017,5,15,Lunes,13:29:30,13,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,Entre 41-60,2017-05-16,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,Comuna 2,RECOLETA,Point (106445.10866138 103387.80115442),106445.10866138,103387.80115442,-58.39303911,-34.59871111
2017-0062,2017-05-15,2017,5,15,Lunes,16:00:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,35, Entre 21- 40,2017-05-15,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (95477.60201436 99478.59069542),95477.60201436,99478.59069542,-58.51262106,-34.63395999
2017-0063,2017-05-17,2017,5,17,Miercoles,10:13:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,Entre 61-80,2017-05-17,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107531.03549571 101417.11038758),107531.03549571,101417.11038758,-58.38118367,-34.61646839
2017-0064,2017-05-20,2017,5,20,Sabado,05:00:00,5,1,CARGAS-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,CARGAS,MASCULINO,61,Entre 61-80,2017-05-20,MAIPU Y PERON,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107958.58079244 102597.49225224),107958.58079244,102597.49225224,-58.37653284,-34.60582475
2017-0065,2017-05-22,2017,5,22,Lunes,16:00:00,16,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,MASCULINO,21, Entre 21- 40,2017-05-22,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (107903.91828587 98767.43091425),107903.91828587,98767.43091425,-58.37709334,-34.64035082
2017-0066,2017-05-22,2017,5,22,Lunes,18:10:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,Menos de 20,2017-05-22,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (100300.69930045 102792.78597597),100300.69930045,102792.78597597,-58.46002142,-34.60409469
2017-0067,2017-05-23,2017,5,23,Martes,02:45:00,2,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,21, Entre 21- 40,2017-05-23,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",Comuna 6,CABALLITO,Point (102703.30911569 100138.40769771),102703.30911569,100138.40769771,-58.4338197,-34.62801894
2017-0068,2017-05-27,2017,5,27,Sabado,19:50:00,19,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,32, Entre 21- 40,2017-05-27,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (102520.03961549 96105.29592085),102520.03961549,96105.29592085,-58.43580656,-34.66437532
2017-0069,2017-05-24,2017,5,24,Miercoles,14:15:00,14,1,MOTO-SD,CONDUCTOR,SD,MOTO,MASCULINO,39, Entre 21- 40,2017-05-29,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94644.00300729 96592.22735507),94644.00300729,96592.22735507,-58.52173071,-34.65997463
2017-0070,2017-05-30,2017,5,30,Martes,13:20:00,13,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,Más de 80,2017-05-31,NUEVA YORK  3696,CALLE,NUEVA YORK,,NUEVA YORK 3696,Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (95907.08722675 103463.22327776),95907.08722675,103463.22327776,-58.50791763,-34.59804273
2017-0072,2017-06-03,2017,6,3,Sabado,23:20:00,23,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,25, Entre 21- 40,2017-06-03,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97389.59663507 105213.53381695),97389.59663507,105213.53381695,-58.49175088,-34.58226957
2017-0073,2017-06-04,2017,6,4,Domingo,09:00:00,9,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,19,Menos de 20,2017-06-04,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105089.38820014 102773.44772064),105089.38820014,102773.44772064,-58.40781467,-34.60425669
2017-0074,2017-06-04,2017,6,4,Domingo,12:50:00,12,1,SD-SD,SD,SD,SD,MASCULINO,70,Entre 61-80,2017-06-04,CASCO 133,CALLE,CASCO,,CASCO 133,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94281.31244858 99043.29027489),94281.31244858,99043.29027489,-58.52567073,-34.63787791
2017-0075,2017-06-12,2017,6,12,Lunes,22:38:00,22,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,Entre 41-60,2017-06-12,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107498.83241886 102238.54924157),107498.83241886,102238.54924157,-58.381542,-34.60906385
2017-0076,2017-06-13,2017,6,13,Martes,14:50:00,14,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30, Entre 21- 40,2017-06-13,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,RECOLETA,Point (107160.34141948 105678.38284277),107160.34141948,105678.38284277,-58.38526125,-34.5780581
2017-0077,2017-06-17,2017,6,17,Sabado,23:45:00,23,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,60,Entre 61-80,2017-06-18,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,Comuna 14,PALERMO,Point (103115.59520137 104964.08461543),103115.59520137,104964.08461543,-58.42934104,-34.58451712
2017-0079,2017-06-19,2017,6,19,Lunes,16:26:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,33, Entre 21- 40,2017-06-19,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105202.26736061 101269.73269565),105202.26736061,101269.73269565,-58.40657493,-34.61781124
2017-0080,2017-06-22,2017,6,22,Jueves,10:15:00,10,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,Más de 80,2017-06-22,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (97070.50716478 98268.08001276),97070.50716478,98268.08001276,-58.49525314,-34.64487785
2017-0082,2017-06-25,2017,6,25,Domingo,22:40:00,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36, Entre 21- 40,2017-06-25,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (106636.30041967 99991.34072603),106636.30041967,99991.34072603,-58.39092851,-34.62932696
2017-0083,2017-07-04,2017,7,4,Martes,00:25:00,0,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,37, Entre 21- 40,2017-07-04,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (96998.81124177 98183.20743664),96998.81124177,98183.20743664,-58.49603546,-34.64564271
2017-0084,2017-07-05,2017,7,5,Miercoles,12:49:00,12,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,Entre 61-80,2017-07-05,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,Comuna 2,RECOLETA,Point (107180.90591568 104682.54945160),107180.90591568,104682.5494516,-58.38502878,-34.58703485
2017-0085,2017-07-07,2017,7,7,Viernes,14:15:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,Más de 80,2017-07-07,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (108315.72323297 99748.45783960),108315.72323297,99748.4578396,-58.37261143,-34.63150425
2017-0086,2017-07-09,2017,7,9,Domingo,07:30:00,7,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30, Entre 21- 40,2017-07-09,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94914.28538682 98912.56901137),94914.28538682,98912.56901137,-58.51876802,-34.63905965
2017-0087,2017-07-10,2017,7,10,Lunes,10:45:00,10,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,Entre 61-80,2017-07-10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104800.65774098 101563.94663965),104800.65774098,101563.94663965,-58.41095567,-34.61516101
2017-0088,2017-07-10,2017,7,10,Lunes,22:30:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,Entre 41-60,2017-07-10,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108741.48238670 100448.08502809),108741.4823867,100448.08502809,-58.36797542,-34.62519403
2017-0089,2017-07-13,2017,7,13,Jueves,12:05:00,12,1,SD-AUTO,SD,AUTO,SD,MASCULINO,23, Entre 21- 40,,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95246.78684010 97935.32361317),95246.7868401,97935.32361317,-58.51514709,-34.64787051
2017-0090,2017-07-15,2017,7,15,Sabado,05:15:00,5,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22, Entre 21- 40,2017-07-15,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (94866.55993974 104164.40879727),94866.55993974,104164.40879727,-58.51925642,-34.59171721
2017-0091,2017-07-15,2017,7,15,Sabado,13:00:00,13,1,MOTO-SD,CONDUCTOR,SD,MOTO,MASCULINO,58,Entre 41-60,2017-07-15,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97850.57417090 109546.39428377),97850.5741709,109546.39428377,-58.48671535,-34.54321216
2017-0092,2017-07-24,2017,7,24,Lunes,22:16:01,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,Entre 61-80,2017-07-24,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107392.50226602 100712.59265582),107392.50226602,100712.59265582,-58.38268809,-34.62282019
2017-0093,2017-07-25,2017,7,25,Martes,16:48:40,16,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2017-07-25,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (102474.90818824 108830.74789029),102474.90818824,108830.74789029,-58.43633522,-34.54966288
2017-0094,2017-07-27,2017,7,27,Jueves,08:50:00,8,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,FEMENINO,56,Entre 41-60,2017-07-27,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",,"HUGO, VICTOR 2639",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (94212.26181299 101286.25735606),94212.26181299,101286.25735606,-58.52640838,-34.61765855
2017-0095,2017-08-06,2017,8,6,Domingo,08:00:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,36, Entre 21- 40,2017-08-06,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",Comuna 14,PALERMO,Point (104068.94257873 103491.45652529),104068.94257873,103491.45652529,-58.41894306,-34.59778875
2017-0096,2017-08-07,2017,8,7,Lunes,19:50:00,19,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,Más de 80,2017-08-07,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,NU?EZ,CABILDO AV. y NUÃ‘EZ,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (99608.90354249 108823.89449537),99608.90354249,108823.89449537,-58.46756026,-34.54972741
2017-0098,2017-08-08,2017,8,8,Martes,12:10:00,12,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,Entre 61-80,2017-08-08,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",,"BONIFACIO, JOSE 2114",Comuna 7,FLORES - PARQUE CHACABUCO,Point (100563.22594607 99771.56223988),100563.22594607,99771.56223988,-58.45715752,-34.63132912
2017-0099,2017-08-17,2017,8,17,Jueves,19:45:00,19,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,28, Entre 21- 40,2017-08-17,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. 5400",Comuna 14,PALERMO,Point (103600.34605991 107446.36084135),103600.34605991,107446.36084135,-58.42406784,-34.56213916
2017-0100,2017-08-21,2017,8,21,Lunes,07:45:00,7,1,MOTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,FEMENINO,16,Menos de 20,2017-08-21,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106103.99852157 101567.67895783),106103.99852157,101567.67895783,-58.3967447,-34.61512051
2017-0101,2017-08-23,2017,8,23,Miercoles,10:00:00,10,1,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,Entre 61-80,2017-08-23,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (101644.77699748 106480.78805418),101644.77699748,106480.78805418,-58.44537508,-34.57084818
2017-0102,2017-08-24,2017,8,24,Jueves,01:10:00,1,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,Entre 41-60,2017-08-24,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (105750.92237188 97579.79677541),105750.92237188,97579.79677541,-58.40056767,-34.6510708
2017-0104,2017-08-25,2017,8,25,Viernes,09:00:00,9,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18,Menos de 20,2017-08-25,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107538.91933237 101188.13128502),107538.91933237,101188.13128502,-58.38109568,-34.61853244
2017-0106,2017-08-31,2017,8,31,Jueves,19:50:00,19,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85,Más de 80,2017-08-31,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,Comuna 14,PALERMO,Point (103483.20578848 105425.94020024),103483.20578848,105425.94020024,-58.42533612,-34.58035258
2017-0107,2017-09-01,2017,9,1,Viernes,11:30:00,11,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,41,Entre 41-60,2017-09-01,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (100245.64635241 109464.60244956),100245.64635241,109464.60244956,-58.46062311,-34.54395182
2017-0108,2017-09-02,2017,9,2,Sabado,04:53:08,4,2,AUTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,OBJETO FIJO,MASCULINO,17,Menos de 20,2017-09-02,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97098.48468623 109019.96106626),97098.48468623,109019.96106626,-58.49491054,-34.54795581
2017-0108,2017-09-02,2017,9,2,Sabado,04:53:08,4,2,AUTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,OBJETO FIJO,MASCULINO,10,Menos de 20,2017-09-02,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97098.48468623 109019.96106626),97098.48468623,109019.96106626,-58.49491054,-34.54795581
2017-0109,2017-09-04,2017,9,4,Lunes,21:00:00,21,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,2017-09-05,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,PORTELA,DIRECTORIO AV. y PORTELA,Comuna 7,FLORES - PARQUE CHACABUCO,Point (99266.22533505 99180.83096967),99266.22533505,99180.83096967,-58.47130269,-34.63665402
2017-0110,2017-09-06,2017,9,6,Miercoles,14:15:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56,Entre 41-60,2017-09-07,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108513.43549456 103032.95078343),108513.43549456,103032.95078343,-58.370488,-34.60189492
2017-0111,2017-09-07,2017,9,7,Jueves,18:23:37,18,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79,Entre 61-80,2017-09-07,USPALLATA Y PIROVANO,CALLE,USPALLATA,PIROVANO,USPALLATA y PIROVANO,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (103948.02389064 98549.15451723),103948.02389064,98549.15451723,-58.42023854,-34.6423411
2017-0112,2017-09-10,2017,9,10,Domingo,09:32:17,9,2,AUTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,1,Menos de 20,,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y VARELA AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (100479.14412395 98812.52258620),100479.14412395,98812.5225862,-58.45807401,-34.6399743
2017-0112,2017-09-10,2017,9,10,Domingo,09:32:17,9,2,AUTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,0,Menos de 20,2017-09-13,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y VARELA AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (100479.14412395 98812.52258620),100479.14412395,98812.5225862,-58.45807401,-34.6399743
2017-0113,2017-09-11,2017,9,11,Lunes,06:30:00,6,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,Entre 61-80,2017-09-11,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,MAIPU,SANTA FE AV. y MAIPU,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107918.77617420 103716.42961253),107918.7761742,103716.42961253,-58.37697717,-34.59573848
2017-0114,2017-09-15,2017,9,15,Viernes,02:30:00,2,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,26, Entre 21- 40,2017-09-15,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,DEL LIBERTADOR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,Comuna 2,RECOLETA,Point (106632.70892338 104910.17381357),106632.70892338,104910.17381357,-58.3910058,-34.5849866
2017-0115,2017-09-19,2017,9,19,Martes,18:52:33,18,1,MOTO-BICICLETA,CONDUCTOR,BICICLETA,MOTO,MASCULINO,34, Entre 21- 40,,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,TREINTA Y TRES ORIENTALES,PAVON AV. y TREINTA Y TRES ORIENTALES,Comuna 5,ALMAGRO - BOEDO,Point (103803.42869640 99818.79654291),103803.4286964,99818.79654291,-58.42182126,-34.63089661
